ModelID	MSIScore	LoHFraction	WGD	CIN	Ploidy	Aneuploidy
ACH-000280	2.76	0.28591907296643	1.0	0.581240465465164	3.19984291336786	21.0
ACH-000403	1.17	0.27875309484318	1.0	0.656434449088003	3.07665630846565	23.0
ACH-002785	3.36	0.424140435273012	1.0	0.730603826984102	3.04517364267148	26.0
ACH-000376	1.06	0.156780672710525	1.0	0.376426991814151	3.30857456878699	14.0
ACH-002002	2.49	0.332093500341439	1.0	0.549177775808889	2.77938134895794	14.0
ACH-001428	2.21	0.685352736287413	1.0	0.332822594506152	2.56520346050773	34.0
ACH-000061	2.27	0.105114568104579	0.0	0.248935562865297	2.3276312964609	5.0
ACH-000907	54.66	0.0335563361504774	1.0	0.440603063355999	3.31352295015531	15.0
ACH-001683	2.2					
ACH-001278	1.73	0.0219614907010549	0.0	0.0299446279547726	2.11013093130411	0.0
ACH-000694	2.58	0.393368538353704	1.0	0.652599740831924	3.60518950755911	27.0
ACH-002687	2.09	0.15159072390408	1.0	0.475204071118305	3.20392918055425	16.0
ACH-000703	1.27	0.323446621121308	1.0	0.524705462033544	3.57832470532585	19.0
ACH-001560	1.84	0.235218392465601	1.0	0.763700376574185	4.90358964226854	33.0
ACH-003191	2.2					
ACH-000654	4.77	0.0770035154342484	0.0	0.120103664755938	2.03015916580774	4.0
ACH-002847	1.93	0.112676160488773	1.0	0.585692754345638	4.03008714357572	30.0
ACH-000249	2.66	0.21560501621961	0.0	0.290440636379685	2.01858921802418	8.0
ACH-001993	2.71	0.714156289369698	1.0	0.0820695876555873	3.37075499713725	4.0
ACH-000076	3.45	0.757794877433139	1.0	0.280899120503041	2.39995123569698	9.0
ACH-001096	2.25	0.0359552318244544	0.0	0.138735202593006	2.28460949593156	4.0
ACH-003183	2.27					
ACH-002925	2.3	0.0574206506839114	1.0	0.636606580030076	3.772738676395	24.0
ACH-000827	2.25	0.114799515603351	1.0	0.309155430627734	4.73883310370438	39.0
ACH-002038	3.94	0.366741958825718	1.0	0.840944729083091	4.469202862625	27.0
ACH-002716	3.15	0.0641474683424678	0.0	0.166507520167223	2.34962365493548	4.0
ACH-000086	2.25	0.603468386703046	1.0	0.575136505558627	4.02285596825737	22.0
ACH-000871	0.92	0.194700496309982	1.0	0.687543127359462	4.4640847526213	32.0
ACH-000681	0.42	0.25808754354338	1.0	0.497971275746134	2.90674308060044	15.0
ACH-002946	2.36	0.0887815542756917	0.0	0.152728044343144	2.28270273372808	5.0
ACH-000704	1.67	0.0871601337338562	1.0	0.688950156347315	4.02267144744237	25.0
ACH-002005	2.38	0.393073208351456	1.0	0.7765876955001	4.69936747555049	29.0
